id,query,hits,time,user_id,ip
3069,60607,0,2021-11-26 16:29:06,0,
3070,rosemont,20,2021-11-26 16:30:17,0,
3071,happy hour,52,2021-11-26 16:43:59,0,
3072,italian,54,2021-11-26 17:14:06,0,
3073,60148,0,2021-11-26 17:18:45,0,
3074,60148,0,2021-11-26 17:18:55,0,
3075,60148,0,2021-11-26 17:24:03,0,
3076,"restaurants in chicago and oak brook, northbrook suburbs",162,2021-11-26 17:44:44,0,
3077,"restaurants in chicago and oak brook, northbrook suburbs",162,2021-11-26 17:44:58,0,
3078,moretti,0,2021-11-26 17:46:33,0,
3079,maggiano,3,2021-11-26 17:47:04,0,
3080,maple and ash,7,2021-11-26 18:00:48,0,
3081,gift cards,24,2021-11-26 18:16:58,0,
3082,gift cards,24,2021-11-26 18:17:23,0,
3083,wildfire,48,2021-11-26 18:17:33,0,
3084,gift cards,24,2021-11-26 18:22:00,0,
3085,wildfire,48,2021-11-26 18:26:56,0,
3086,capital grille,1,2021-11-26 18:39:54,0,
3087,location,62,2021-11-26 18:46:19,0,
3088,ocean prime,50,2021-11-26 19:02:48,0,
3089,ocean prime,50,2021-11-26 19:02:50,0,
3090,catch 35,3,2021-11-26 19:03:14,0,
3091,ocean prime,50,2021-11-26 19:03:19,0,
3092,menu,99,2021-11-26 19:09:52,0,
3093,menu,99,2021-11-26 19:10:59,0,
3094,italian,54,2021-11-26 19:17:49,0,
3095,italian,54,2021-11-26 19:17:51,0,
3096,italian,54,2021-11-26 19:17:54,0,
3097,italian,54,2021-11-26 19:17:57,0,
3098,italian,54,2021-11-26 19:17:59,0,
3099,italian,54,2021-11-26 19:17:59,0,
3100,italian,54,2021-11-26 19:18:02,0,
3101,italian,54,2021-11-26 19:18:04,0,
3102,italian,54,2021-11-26 19:18:06,0,
3103,italian,54,2021-11-26 19:18:07,0,
3104,italian,54,2021-11-26 19:18:09,0,
3105,seafood,62,2021-11-26 19:20:47,0,
3106,rpm seafood,75,2021-11-26 19:21:18,0,
3107,lettuce entertain you,114,2021-11-26 20:17:32,0,
3108,steak,52,2021-11-26 20:31:32,0,
3109,steak,52,2021-11-26 20:33:02,0,
3110,steak,52,2021-11-26 20:33:24,0,
3111,steak,52,2021-11-26 20:33:26,0,
3112,steak,52,2021-11-26 20:34:06,0,
3113,steak,52,2021-11-26 20:34:31,0,
3114,steak,52,2021-11-26 20:34:58,0,
3115,steak,52,2021-11-26 20:35:00,0,
3116,steak,52,2021-11-26 20:35:49,0,
3117,hanukkah,3,2021-11-26 21:14:37,0,
3118,steak,52,2021-11-26 21:27:43,0,
3119,60067,0,2021-11-26 21:29:48,0,
3120,seasons 52,7,2021-11-26 21:33:50,0,
3121,vegan,7,2021-11-26 22:04:03,0,
3122,sainsbury,0,2021-11-26 22:10:43,0,
3123,chicago area restaurants,161,2021-11-26 22:10:54,0,
3124,chicago area restaurants,161,2021-11-26 22:11:58,0,
3125,steak,52,2021-11-26 22:17:41,0,
3126,60118,0,2021-11-26 22:24:20,0,
3127,60118,0,2021-11-26 22:24:28,0,
3128,restaurant,105,2021-11-26 22:25:03,0,
3129,restaurant,105,2021-11-26 22:25:32,0,
3130,60118,0,2021-11-26 22:25:34,0,
3131,maggianos,2,2021-11-26 22:30:28,0,
3132,tapas,13,2021-11-26 22:38:48,0,
3133,steak sandwhich,52,2021-11-26 22:43:56,0,
3134,steak sandwich,56,2021-11-26 22:44:19,0,
3135,steak sandwich,56,2021-11-26 22:45:11,0,
3136,steak sandwich,56,2021-11-26 22:46:08,0,
3137,taste of texas,53,2021-11-26 22:47:45,0,
3138,taste of texas,53,2021-11-26 22:48:23,0,
3139,pizza,23,2021-11-26 22:56:57,0,
3140,indian,2,2021-11-26 23:03:43,0,
3141,mon ami gabi,40,2021-11-26 23:18:08,0,
3142,mon ami gabi las vegas,58,2021-11-26 23:19:03,0,
3143,balance,9,2021-11-26 23:26:43,0,
3144,wildfire,48,2021-11-26 23:31:26,0,
3145,chicken,78,2021-11-26 23:39:43,0,
3146,soup,21,2021-11-26 23:49:13,0,
3147,bub city,43,2021-11-27 0:10:42,0,
3148,60564,0,2021-11-27 0:14:52,0,
3149,wildfire,48,2021-11-27 0:15:03,0,
3150,spanish,15,2021-11-27 0:31:05,0,
3151,bloody mary’s,8,2021-11-27 1:36:17,0,
3152,bloody mary’s,8,2021-11-27 1:37:16,0,
3153,bloody mary’s,8,2021-11-27 1:46:16,0,
3154,bloody mary’s,8,2021-11-27 1:46:40,0,
3155,seafood,62,2021-11-27 1:46:53,0,
3156,steak,52,2021-11-27 1:59:22,0,
3157,steak,52,2021-11-27 2:00:28,0,
3158,steak,52,2021-11-27 2:26:02,0,
3159,55410,0,2021-11-27 2:27:49,0,
3160,55410,0,2021-11-27 2:29:02,0,
3161,ft worth to,4,2021-11-27 2:29:18,0,
3162,ft worth tx,4,2021-11-27 2:29:24,0,
3163,card balance,26,2021-11-27 3:09:16,0,
3164,naomi,0,2021-11-27 3:11:58,0,
3165,card balance,26,2021-11-27 3:13:47,0,
3166,brunch,33,2021-11-27 4:38:25,0,
3167,brunch,33,2021-11-27 4:41:25,0,
3168,brunch,33,2021-11-27 4:43:29,0,
3169,brunch,33,2021-11-27 4:43:43,0,
3170,brunch,33,2021-11-27 4:45:53,0,
3171,/index/thinkapp/invokefunction,1,2021-11-27 7:25:00,0,
3172,"schaumburg, il",23,2021-11-27 7:28:01,0,
3173,"schaumburg, il",23,2021-11-27 7:28:05,0,
3174,"schaumburg, il",23,2021-11-27 7:28:15,0,
3175,lardon,0,2021-11-27 11:25:59,0,
3176,hannukah,1,2021-11-27 13:37:10,0,
3177,brunch,33,2021-11-27 14:03:58,0,
3178,brunch,33,2021-11-27 14:04:01,0,
3179,italian,54,2021-11-27 14:19:18,0,
3180,vernon hills,2,2021-11-27 14:20:08,0,
3181,breakfast,19,2021-11-27 15:01:07,0,
3182,ribs,18,2021-11-27 15:17:05,0,
3183,guárdanos,0,2021-11-27 15:57:24,0,
3184,giordanos,0,2021-11-27 15:57:33,0,
3185,giordanos,0,2021-11-27 15:57:35,0,
3186,55123,0,2021-11-27 16:01:03,0,
3187,55123,0,2021-11-27 16:01:22,0,
3188,bloomington,1,2021-11-27 16:01:43,0,
3189,bloomington,1,2021-11-27 16:02:37,0,
3190,atlanta,0,2021-11-27 16:18:14,0,
3191,orland,0,2021-11-27 16:18:26,0,
3192,orlando,0,2021-11-27 16:18:43,0,
3193,mediterranean,22,2021-11-27 16:23:21,0,
3194,seasons 52,7,2021-11-27 16:27:04,0,
3195,chicago,133,2021-11-27 16:30:44,0,
3196,chicago,133,2021-11-27 16:31:07,0,
3197,chicago,133,2021-11-27 16:38:31,0,
3198,chicago,133,2021-11-27 16:51:54,0,
3199,chicago,133,2021-11-27 16:51:57,0,
3200,minnesota,19,2021-11-27 17:25:41,0,
3201,minnesota,19,2021-11-27 18:05:50,0,
3202,burger,24,2021-11-27 18:07:22,0,
3203,fish,27,2021-11-27 18:14:26,0,
3204,bae,0,2021-11-27 18:26:27,0,
3205,pasta,69,2021-11-27 18:26:35,0,
3206,pasta,69,2021-11-27 18:26:38,0,
3207,pasta,69,2021-11-27 18:26:41,0,
3208,mortons,0,2021-11-27 18:29:17,0,
3209,aba,37,2021-11-27 18:32:55,0,
3210,aba,37,2021-11-27 18:34:39,0,
3211,shake shack,5,2021-11-27 18:57:39,0,
3212,/index/thinkapp/invokefunction,1,2021-11-27 20:20:33,0,
3213,bonefish,0,2021-11-27 20:31:42,0,
3214,fish,27,2021-11-27 20:31:59,0,
3215,illinois,34,2021-11-27 21:18:36,0,
3216,illinois,34,2021-11-27 21:18:52,0,
3217,illinois,34,2021-11-27 21:18:56,0,
3218,chicago,133,2021-11-27 21:20:52,0,
3219,joe’s,45,2021-11-27 21:21:56,0,
3220,lwoods,2,2021-11-27 21:27:37,0,
3221,lwoods,2,2021-11-27 21:28:00,0,
3222,wildfire,48,2021-11-27 21:29:10,0,
3223,brunch,33,2021-11-27 21:29:24,0,
3224,gluten free,33,2021-11-27 21:29:27,0,
3225,brunch,33,2021-11-27 21:29:31,0,
3226,seafood brunch,77,2021-11-27 21:30:03,0,
3227,wildfire lincolnshire,48,2021-11-27 21:30:11,0,
3228,91342,0,2021-11-27 21:32:12,0,
3229,maggie is,0,2021-11-27 21:56:32,0,
3230,gift card balance,34,2021-11-27 21:56:36,0,
3231,gift card balance,34,2021-11-27 21:56:46,0,
3232,greek,12,2021-11-27 22:03:00,0,
3233,il porcellino,17,2021-11-27 22:36:10,0,
3234,hampton social,11,2021-11-27 22:51:54,0,
3235,grand ave chicago,134,2021-11-27 22:52:50,0,
3236,64 grand ave chicago,134,2021-11-27 22:54:02,0,
3237,64 grand ave chicago,134,2021-11-27 22:54:06,0,
3238,64 grand ave chicago,134,2021-11-27 22:54:09,0,
3239,bbq,24,2021-11-27 23:01:16,0,
3240,palos hills,2,2021-11-27 23:24:28,0,
3241,italian,54,2021-11-27 23:53:35,0,
3242,60402,0,2021-11-28 0:12:08,0,
3243,italian restaurants in chicago,172,2021-11-28 0:21:27,0,
3244,hanukkah,3,2021-11-28 0:39:53,0,
3245,italian,54,2021-11-28 1:02:38,0,
3246,burger,24,2021-11-28 1:15:13,0,
3247,au chevalier,0,2021-11-28 1:15:37,0,
3248,au cheval,0,2021-11-28 1:15:44,0,
3249,au cheval,0,2021-11-28 1:17:37,0,
3250,italian,54,2021-11-28 1:20:09,0,
3251,italian,54,2021-11-28 1:20:50,0,
3252,california,31,2021-11-28 1:42:47,0,
3253,california,31,2021-11-28 1:44:38,0,
3254,california,31,2021-11-28 1:45:16,0,
3255,california,31,2021-11-28 1:45:24,0,
3256,california,31,2021-11-28 1:46:13,0,
3257,california,31,2021-11-28 1:47:38,0,
3258,miami,5,2021-11-28 2:16:19,0,
3259,steak,52,2021-11-28 2:18:18,0,
3260,steak,52,2021-11-28 2:18:36,0,
3261,big bowl,75,2021-11-28 2:28:42,0,
3262,big bowl,75,2021-11-28 2:29:09,0,
3263,60559,0,2021-11-28 2:41:39,0,
3264,60559,0,2021-11-28 2:52:57,0,
3265,naoki,2,2021-11-28 3:07:47,0,
3266,/index/thinkapp/invokefunction,1,2021-11-28 3:12:02,0,
3267,dessert,30,2021-11-28 3:42:44,0,
3268,gold status,8,2021-11-28 4:41:58,0,
3269,gold status,8,2021-11-28 4:43:29,0,
3270,philadelphia,0,2021-11-28 6:42:05,0,
3271,au cheval,0,2021-11-28 14:06:50,0,
3272,las vegas,46,2021-11-28 14:47:38,0,
3273,las vegas,46,2021-11-28 14:47:41,0,
3274,cheesecake,5,2021-11-28 15:20:18,0,
3275,rpm,46,2021-11-28 15:30:40,0,
3276,italian,54,2021-11-28 15:42:28,0,
3277,hanukkah,3,2021-11-28 16:02:49,0,
3278,washington,36,2021-11-28 16:33:29,0,
3279,washington,36,2021-11-28 16:34:14,0,
3280,washington,36,2021-11-28 16:35:12,0,
3281,washington,36,2021-11-28 16:35:25,0,
3282,washington,36,2021-11-28 16:35:26,0,
3283,washington,36,2021-11-28 16:35:39,0,
3284,washington,36,2021-11-28 16:36:05,0,
3285,washington,36,2021-11-28 16:37:48,0,
3286,washington,36,2021-11-28 16:42:49,0,
3287,ohio locations,28,2021-11-28 16:56:05,0,
3288,sushi,22,2021-11-28 16:57:45,0,
3289,"restaurants in milwaukee, wi",77,2021-11-28 17:35:23,0,
3290,seafoid,0,2021-11-28 17:55:10,0,
3291,seafood,62,2021-11-28 17:55:17,0,
3292,seafood,62,2021-11-28 17:59:55,0,
3293,seafoid,0,2021-11-28 18:00:39,0,
3294,/install/index/index,6,2021-11-28 18:34:42,0,
3295,crab,65,2021-11-28 19:05:14,0,
3296,crab,65,2021-11-28 19:05:26,0,
3297,denver,0,2021-11-28 19:15:44,0,
3298,mon ami gabi,40,2021-11-28 19:31:07,0,
3299,mon ami gabi,40,2021-11-28 19:31:09,0,
3300,outback,0,2021-11-28 19:34:56,0,
3301,10 n state st,11,2021-11-28 19:35:51,0,
3302,rj grunts,21,2021-11-28 19:51:33,0,
3303,rj grunts,21,2021-11-28 19:52:02,0,
3304,dorite,0,2021-11-28 19:57:00,0,
3305,sushi,22,2021-11-28 20:02:06,0,
3306,rating restaurants,76,2021-11-28 20:25:39,0,
3307,60174,0,2021-11-28 20:26:02,0,
3308,restaurant rater,105,2021-11-28 20:27:20,0,
3309,leye restaurant rater,188,2021-11-28 20:28:13,0,
3310,leye training,131,2021-11-28 20:28:51,0,
3311,thai,12,2021-11-28 20:52:12,0,
3312,petterinos,0,2021-11-28 20:52:27,0,
3313,sushi,22,2021-11-28 20:52:28,0,
3314,italian,54,2021-11-28 20:53:02,0,
3315,greek,12,2021-11-28 20:53:20,0,
3316,steak,52,2021-11-28 20:55:34,0,
3317,60827,0,2021-11-28 21:23:15,0,
3318,92264,0,2021-11-28 21:27:53,0,
3319,hanukkah,3,2021-11-28 21:28:13,0,
3320,chicago,133,2021-11-28 22:05:58,0,
3321,perry’s,0,2021-11-28 22:06:16,0,
3322,ted’s,176,2021-11-28 22:08:06,0,
3323,ted’s,176,2021-11-28 22:08:09,0,
3324,ted’s,176,2021-11-28 22:08:12,0,
3325,ted’s,176,2021-11-28 22:08:14,0,
3326,ted’s,176,2021-11-28 22:10:33,0,
3327,perry’s,0,2021-11-28 22:10:39,0,
3328,coopers hawk,1,2021-11-28 22:10:58,0,
3329,chicago,133,2021-11-28 22:32:27,0,
3330,chicago,133,2021-11-28 22:32:30,0,
3331,steak,52,2021-11-28 22:37:03,0,
3332,wildfire,48,2021-11-28 22:37:20,0,
3333,wildfire,48,2021-11-28 22:37:36,0,
3334,petterinos,0,2021-11-28 23:02:33,0,
3335,petterino's,1,2021-11-28 23:03:02,0,
3336,petterino's,1,2021-11-28 23:03:10,0,
3337,/index/thinkapp/invokefunction,1,2021-11-28 23:13:36,0,
3338,60565,0,2021-11-28 23:16:06,0,
3339,60565,0,2021-11-28 23:16:10,0,
3340,eden prairie,14,2021-11-28 23:34:27,0,
3341,eden prairie,14,2021-11-28 23:34:48,0,
3342,erie cafe,29,2021-11-28 23:34:57,0,
3343,fort lauderdale,33,2021-11-28 23:54:25,0,
3344,hanukkah,3,2021-11-28 23:58:39,0,
3345,registering points,14,2021-11-29 0:11:19,0,
3346,steak,52,2021-11-29 1:02:30,0,
3347,sushi,22,2021-11-29 1:27:11,0,
3348,asian,4,2021-11-29 1:36:28,0,
3349,sushi,22,2021-11-29 1:37:47,0,
3350,sushi,22,2021-11-29 1:38:16,0,
3351,rosemont,20,2021-11-29 1:39:01,0,
3352,rj grunts,21,2021-11-29 1:40:12,0,
3353,rj grunts,21,2021-11-29 1:41:21,0,
3354,m burger,24,2021-11-29 1:41:29,0,
3355,joe's,45,2021-11-29 1:45:58,0,
3356,joe's,45,2021-11-29 1:50:45,0,
3357,pescara,11,2021-11-29 1:50:50,0,
3358,woods,20,2021-11-29 1:51:57,0,
3359,brasiliab,0,2021-11-29 2:34:18,0,
3360,brasilian,0,2021-11-29 2:34:31,0,
3361,brasilian,0,2021-11-29 2:34:34,0,
3362,brasilian,0,2021-11-29 2:34:35,0,
3363,brasilian,0,2021-11-29 2:36:34,0,
3364,momotaro,0,2021-11-29 2:38:07,0,
3365,brasilian,0,2021-11-29 2:40:36,0,
3366,brasiliab,0,2021-11-29 2:40:37,0,
3367,lettuce,114,2021-11-29 3:20:59,0,
3368,lettuce,114,2021-11-29 3:21:10,0,
3369,chicago,133,2021-11-29 3:50:51,0,
3370,vegas,46,2021-11-29 3:59:55,0,
3371,three dots,50,2021-11-29 4:21:26,0,
3372,three dots,50,2021-11-29 4:21:28,0,
3373,palm beach,13,2021-11-29 4:48:17,0,
3374,chicago,133,2021-11-29 4:53:32,0,
3375,vegas,46,2021-11-29 7:46:07,0,
3376,wildfire,48,2021-11-29 13:16:57,0,
3377,wildfire,48,2021-11-29 13:16:59,0,
3378,60563,0,2021-11-29 13:38:10,0,
3379,60563,0,2021-11-29 13:38:16,0,
3380,starbucks,0,2021-11-29 14:10:10,0,
3381,christmas eve,9,2021-11-29 15:24:16,3,
3382,gift card,27,2021-11-29 15:30:21,0,
3383,pasteries,0,2021-11-29 15:33:11,0,
3384,corner bakery,9,2021-11-29 15:36:59,0,
3385,"charleston, sc",1,2021-11-29 15:38:22,0,
3386,hilton head island,15,2021-11-29 15:38:42,0,
3387,beatrix disney springs,43,2021-11-29 15:39:51,0,
3388,beatrix disney springs,43,2021-11-29 15:39:54,0,
3389,joes,8,2021-11-29 15:55:16,0,
3390,gift guide,42,2021-11-29 15:56:33,6,
3391,florida,7,2021-11-29 16:25:28,0,
3392,holiday happenings,33,2021-11-29 16:30:06,3,
3393,joes,8,2021-11-29 16:37:23,0,
3394,petterino,1,2021-11-29 16:53:19,0,
3395,sgteak,0,2021-11-29 17:02:33,0,
3396,steak,52,2021-11-29 17:02:43,0,
3397,ca11111111111;lkkk,0,2021-11-29 17:06:20,0,
3398,california,31,2021-11-29 17:06:52,0,
3399,seafood,61,2021-11-29 17:18:59,0,
3400,locations,26,2021-11-29 17:22:25,0,
3401,magiannos,0,2021-11-29 17:31:13,0,
3402,oriental,0,2021-11-29 17:47:58,0,
3403,ben pao,28,2021-11-29 17:48:14,0,
3404,las vegas resturants,46,2021-11-29 18:04:13,0,
3405,magianos,0,2021-11-29 18:05:53,0,
3406,maggiano's,3,2021-11-29 18:06:05,0,
3407,las vegas,46,2021-11-29 18:23:45,0,
3408,locations in minnesota,38,2021-11-29 18:37:37,0,
3409,gift card,27,2021-11-29 18:52:55,0,
3410,wildfire,50,2021-11-29 19:05:59,0,
3411,lobster,19,2021-11-29 19:16:33,0,
3412,seafood in orlando,61,2021-11-29 20:11:13,0,
3413,las vegas,46,2021-11-29 20:13:32,0,
3414,sushi,22,2021-11-29 20:15:30,0,
3415,chicken,77,2021-11-29 20:24:41,0,
3416,chicken,77,2021-11-29 20:24:43,0,
3417,chicken,77,2021-11-29 20:24:46,0,
3418,chicken,77,2021-11-29 20:24:48,0,
3419,timeline,1,2021-11-29 20:35:19,3,
3420,history,8,2021-11-29 20:35:51,3,
3421,steak,53,2021-11-29 21:21:25,0,
3422,naoki,2,2021-11-29 21:48:06,0,
3423,rpm italian,68,2021-11-29 21:59:55,0,
3424,rpm italian,68,2021-11-29 21:59:57,0,
3425,boxville mychael,11,2021-11-29 22:13:20,3,
3426,burgers,21,2021-11-29 22:49:14,0,
3427,burgers,21,2021-11-29 22:49:15,0,
3428,mexican,10,2021-11-29 23:51:58,0,
3429,the melting pot,26,2021-11-29 23:55:48,0,
3430,italian,54,2021-11-30 0:10:03,0,
3431,steak,54,2021-11-30 1:12:02,0,
3432,itslian,0,2021-11-30 1:24:55,0,
3433,italian,54,2021-11-30 1:25:04,0,
3434,itslian,0,2021-11-30 1:25:31,0,
3435,gibson,0,2021-11-30 1:37:33,0,
3436,aba,39,2021-11-30 3:01:16,0,
3437,aba,39,2021-11-30 3:02:38,0,
3438,/index/thinkapp/invokefunction,1,2021-11-30 3:08:38,0,
3439,bob china,4,2021-11-30 3:11:25,0,
3440,bob china,4,2021-11-30 3:11:30,0,
3441,bob china,4,2021-11-30 3:11:35,0,
3442,bob chins,3,2021-11-30 3:11:40,0,
3443,log in,3,2021-11-30 3:26:38,0,
3444,sign in,7,2021-11-30 3:26:46,0,
3445,pasta,69,2021-11-30 3:53:18,0,
3446,steak,54,2021-11-30 4:12:01,0,
3447,steak,54,2021-11-30 4:12:27,0,
3448,chicago il,134,2021-11-30 4:16:22,0,
3449,chicago il,134,2021-11-30 4:16:26,0,
3450,chicago il,134,2021-11-30 4:17:03,0,
3451,chicago cut,156,2021-11-30 5:08:38,0,
3452,beatrix market,61,2021-11-30 5:57:58,0,
3453,beatrix market,61,2021-11-30 6:02:39,0,
3454,frankie,3,2021-11-30 6:02:49,0,
3455,frankie,3,2021-11-30 6:13:50,0,
3456,sushi,22,2021-11-30 6:19:50,0,
3457,/index/thinkapp/invokefunction,1,2021-11-30 11:19:52,0,
3458,lettuce,116,2021-11-30 11:21:12,0,
3459,lettuce,116,2021-11-30 11:21:15,0,
3460,las vegas,46,2021-11-30 11:49:00,0,
3461,frequent diner club,29,2021-11-30 12:16:59,0,
3462,i'm hungry for...,2,2021-11-30 12:23:08,0,
3463,i'com hungry for...,153,2021-11-30 12:23:11,0,
3464,i'com hungry for...,153,2021-11-30 12:23:27,0,
3465,italian in bunnell florida,57,2021-11-30 14:07:50,0,
3466,34202,0,2021-11-30 14:19:10,0,
3467,34202,0,2021-11-30 14:19:23,0,
3468,34202,0,2021-11-30 14:20:16,0,
3469,34202,0,2021-11-30 14:20:44,0,
3470,illinois,34,2021-11-30 14:40:33,0,
3471,illinois,34,2021-11-30 14:40:35,0,
3472,illinois,34,2021-11-30 14:40:50,0,
3473,water tower,68,2021-11-30 15:06:15,0,
3474,capital grille,1,2021-11-30 15:06:23,0,
3475,capital grill,12,2021-11-30 15:06:36,0,
3476,smith and,6,2021-11-30 15:06:55,0,
3477,gibson,0,2021-11-30 15:07:08,0,
3478,smith,6,2021-11-30 15:07:17,0,
3479,water tower place,118,2021-11-30 15:07:20,0,
3480,water tower place chicago,185,2021-11-30 15:08:39,0,
3481,foodlife chicago,134,2021-11-30 15:09:44,0,
3482,foodlife chicago,134,2021-11-30 15:13:33,0,
3483,stripbuger,0,2021-11-30 15:55:08,0,
3484,stella barra,32,2021-11-30 16:01:42,0,
3485,stella barra,32,2021-11-30 16:01:44,0,
3486,i'm hungry for...,2,2021-11-30 16:21:07,0,
3487,i'm hungry for...,2,2021-11-30 16:23:31,0,
3488,steak in chicago,147,2021-11-30 18:05:50,0,
3489,steak in chicago,148,2021-11-30 18:08:18,0,
3490,mocktails,1,2021-11-30 18:11:29,3,
3491,healthy,15,2021-11-30 18:11:55,3,
3492,menu,107,2021-11-30 18:15:04,0,
3493,menu,107,2021-11-30 18:15:07,0,
3494,austin,36,2021-11-30 18:31:10,0,
3495,46385,0,2021-11-30 18:41:35,0,
3496,46410,0,2021-11-30 18:41:46,0,
3497,46410,0,2021-11-30 18:43:56,0,
3498,46410,0,2021-11-30 18:44:00,0,
3499,rotisserie ema,24,2021-11-30 18:44:20,0,
3500,46410,0,2021-11-30 18:44:23,0,
3501,las vegas,47,2021-11-30 18:44:31,0,
3502,ema,24,2021-11-30 19:03:12,0,
3503,joe's,50,2021-11-30 19:08:57,0,
3504,joe's,50,2021-11-30 19:08:59,0,
3505,vegetarian,13,2021-11-30 19:15:07,0,
3506,gift card credit remaining,56,2021-11-30 19:59:21,0,
3507,cafe baba,29,2021-11-30 20:10:15,0,
3508,joe's seasoning,56,2021-11-30 20:10:16,0,
3509,cafe baba,29,2021-11-30 20:10:17,0,
3510,seafood,66,2021-11-30 20:11:48,0,
3511,seafood,66,2021-11-30 20:11:54,0,
3512,foodlife chicago,134,2021-11-30 20:12:53,0,
3513,foodlife chicago,134,2021-11-30 20:14:56,0,
3514,steak,57,2021-11-30 20:36:18,0,
3515,steak,57,2021-11-30 20:36:21,0,
3516,steak,57,2021-11-30 20:36:23,0,
3517,steak,57,2021-11-30 20:36:26,0,
3518,steak,57,2021-11-30 20:56:11,0,
3519,discount,1,2021-11-30 21:06:24,0,
3520,join,36,2021-11-30 21:25:28,0,
3521,join,36,2021-11-30 21:25:34,0,
3522,last vegas,47,2021-11-30 21:32:04,0,
3523,ramen,17,2021-11-30 22:07:32,0,
3524,https://www.lettuce.com/restaurants,242,2021-11-30 22:08:36,0,
3525,https://www.lettuce.com/restaurants,242,2021-11-30 22:11:31,0,
3526,il porcellino,17,2021-11-30 22:13:57,0,
3527,il porcellino,17,2021-11-30 22:21:02,0,
3528,l. woods,20,2021-11-30 22:23:18,0,
3529,lettuce at navy pier,123,2021-11-30 22:25:18,0,
3530,christmas eve,16,2021-11-30 22:25:33,0,
3531,l. woods,20,2021-11-30 22:25:39,0,
3532,big bowl chinese express,86,2021-11-30 22:29:30,0,
3533,big bowl chinese express,86,2021-11-30 22:29:33,0,
3534,ozzie,2,2021-11-30 22:31:07,0,
3535,big bowl,78,2021-11-30 22:32:04,0,
3536,big bowl,78,2021-11-30 22:32:07,0,
3537,italian,54,2021-11-30 22:58:14,0,
3538,beef,37,2021-11-30 23:24:14,0,
3539,seafood,66,2021-11-30 23:42:13,0,
3540,60654,0,2021-11-30 23:47:38,0,
3541,gejas,0,2021-12-01 0:04:44,0,
3542,fondue,2,2021-12-01 0:04:54,0,
3543,index/thinktemplatedriverfile/write,1,2021-12-01 0:11:16,0,
3544,/index/thinkapp/invokefunction,1,2021-12-01 0:11:22,0,
3545,/index/thinkapp/invokefunction,1,2021-12-01 0:11:27,0,
3546,restaurants,81,2021-12-01 0:26:08,0,
3547,60045,0,2021-12-01 0:26:19,0,
3548,lincolnshire,16,2021-12-01 0:28:44,0,
3549,vernon hills,2,2021-12-01 0:29:47,0,
3550,vernon hills,2,2021-12-01 0:29:58,0,
3551,vernon hills,2,2021-12-01 0:30:08,0,
3552,vernon hills,2,2021-12-01 0:30:51,0,
3553,vernon hills,2,2021-12-01 0:30:53,0,
3554,vernon hills,2,2021-12-01 0:30:57,0,
3555,lincolnshire,16,2021-12-01 0:31:00,0,
3556,60045,0,2021-12-01 0:31:11,0,
3557,mexican,10,2021-12-01 0:31:55,0,
3558,tsukasa,0,2021-12-01 0:35:57,0,
3559,jobs,0,2021-12-01 1:35:29,0,
3560,60073,0,2021-12-01 2:08:32,0,
3561,60073,0,2021-12-01 2:09:47,0,
3562,60073,0,2021-12-01 2:14:11,0,
3563,pizza,25,2021-12-01 2:28:10,0,
3564,schaumburg,24,2021-12-01 3:53:18,0,
3565,mediterranean,26,2021-12-01 4:20:08,0,
3566,jjjjnnbn,0,2021-12-01 12:49:44,0,
3567,jjjjnnbn,0,2021-12-01 12:49:45,0,
3568,jjjjnnbn,0,2021-12-01 12:49:46,0,
3569,cake,26,2021-12-01 13:40:04,0,
3570,river front,66,2021-12-01 13:50:17,0,
3571,river front chicago,138,2021-12-01 13:50:44,0,
3572,seattle,0,2021-12-01 14:29:14,0,
3573,seattle,0,2021-12-01 14:41:02,0,
3574,60611,0,2021-12-01 14:52:51,0,
3575,chicago,134,2021-12-01 14:53:22,0,
3576,chicago,134,2021-12-01 14:53:25,0,
3577,chicago,134,2021-12-01 14:57:19,0,
3578,60090,0,2021-12-01 14:57:23,0,
3579,60611,0,2021-12-01 14:57:27,0,
3580,60611,0,2021-12-01 14:58:12,0,
3581,60611,0,2021-12-01 14:58:30,0,
3582,60090,0,2021-12-01 14:58:39,0,
3583,60611,0,2021-12-01 14:58:43,0,
3584,60611,0,2021-12-01 14:59:27,0,
3585,big bowl,79,2021-12-01 16:01:55,0,
3586,"big bowl in schaumburg, ill",87,2021-12-01 16:02:12,0,
3587,chicago,135,2021-12-01 16:36:32,0,
3588,chicago,135,2021-12-01 16:36:56,0,
3589,today hours,52,2021-12-01 16:46:38,0,
3590,sushi san,30,2021-12-01 16:52:27,0,
3591,maggiasnos,0,2021-12-01 17:38:04,0,
3592,/index/thinkapp/invokefunction,1,2021-12-01 17:41:06,0,
3593,timeline,1,2021-12-01 17:50:35,3,
3594,history,8,2021-12-01 17:50:41,3,
3595,60631,0,2021-12-01 17:54:54,0,
3596,60631,0,2021-12-01 17:56:37,0,
3597,60631,0,2021-12-01 17:57:04,0,
3598,60631,0,2021-12-01 17:57:12,0,
3599,60631,0,2021-12-01 17:57:47,0,
3600,beatrix,45,2021-12-01 18:10:47,0,
3601,beatrix,45,2021-12-01 18:10:50,0,
3602,beatrix,45,2021-12-01 18:10:52,0,
3603,gabitini,0,2021-12-01 18:19:07,0,
3604,gabaitini,0,2021-12-01 18:19:18,0,
3605,shaws,6,2021-12-01 18:23:30,0,
